ep1,econviol,emotvio,physvio,sexvio,sexphys,typevio,physcur,sexcur,emotcur,sexphcur,npsexvio,npsexviocur,npatmpsexvio,npatmpsexcur,nptouching,nptouchingcur,npsexabuse,npsexabusecur,w_religion,earlymarriage,justify,CONTROLLING,CONTROL,CONTROLNUM,anyIPV,diffage,sumdiffage,p_employ,EP3,ageyr5,ageyr10,EM,sQ601a,sQ601b,sQ601c,sQ601d,sQ601e,sQ601f,tQ602a,tQ602b,tQ602c,tQ602d,sQ607a,sQ607b,sQ607c,sQ607d,sQ607e,EP2,FCMAR,edresp,employstatus,SourceIncome,ETHNICITY,Fam_support,mcv1006,mcv1006a,mcv1006b,Q501R,agepartner,edpart,men_alcohol_all,mcv1008,mcv1009,Q513R,Q515R,Q516R,Q702,Q702R,eQ703a,eQ703b,eQ703c,eQ703d,eQ703e,eQ703f,eQ703g,eQ703h,country,weighing,rQ701a,rQ701b,rQ701c,rQ701d,HighIncome,Island,Governance,HDI,LAWDV,Governance1,HDI1,LAWDV1
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,3,1,5,3,1,4,4,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,4,2,1,1,0,0,0,38,3,3,0,1,0,0,1,1,3,3,1,1,1,1,1,0,0,1,1,.226337725441176,0,0,0,0,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,2,2,1,4,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,9,3,4,2,1,1,0,0,0,26,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.43164688970588,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,1,0,4,3,1,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,3,4,2,6,1,0,1,1,23,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,.192884521323529,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,0,0,2,1,2,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,2,2,4,4,1,1,1,1,19,1,2,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,.266315346911765,1,1,1,1,0,0,.16,.654,37,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,3,1,3,2,0,4,10,5,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,2,0,2,4,5,6,1,1,0,0,63,5,1,0,1,1,0,1,0,2,2,1,1,1,1,0,1,0,0,1,.261212036764706,1,1,1,1,0,0,.16,.654,37,0,0,0
1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,3,1,1,10,5,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,1,6,1,0,1,1,65,6,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,1,.792349948529412,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,4,1,1,5,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,4,6,1,0,0,0,51,4,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.839403663235294,1,1,1,1,0,0,.16,.654,37,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,7,3,1,1,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,4,4,1,0,0,0,42,3,2,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,.383951359705882,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,0,2,10,5,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,2,1,4,1,0,1,1,66,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.262737387303922,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,-3,1,1,1,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,4,6,1,0,0,0,38,3,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,.197443727892157,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,2,1,1,3,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,3,6,1,0,0,0,32,2,2,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,.813334789705882,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,1,1,7,4,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,3,6,1,1,1,0,46,4,3,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,.147527125686275,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,4,1,2,3,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,4,6,1,1,0,0,38,3,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.709507434803922,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,2,5,3,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,2,4,5,1,0,0,0,42,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.213014627058824,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,2,1,6,3,1,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,4,1,0,0,0,32,2,2,1,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,1,.613684691666667,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,1,2,7,4,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,2,4,4,1,0,0,0,52,4,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,.369141154607843,0,0,0,0,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,1,9,5,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,6,0,0,0,0,57,5,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,.678174051960784,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,3,1,1,4,2,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,3,4,3,6,1,1,1,0,35,3,3,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,.168620863627451,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,1,0,-1,1,1,4,2,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,2,9,2,3,5,6,1,0,0,0,19,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1.09048169558824,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-17,1,1,1,10,5,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,3,5,4,1,0,0,0,44,3,1,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,1,.238639134803922,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,1,2,2,1,4,3,1,4,2,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,2,9,2,4,2,1,0,0,0,0,24,1,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,.325162835490196,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,1,1,1,1,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,3,3,1,-4,1,1,4,5,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,1,0,0,0,1,35,3,1,0,1,1,0,0,0,3,3,1,0,0,1,0,0,0,1,1,.0512602812745098,0,0,0,0,0,0,.16,.654,37,0,0,0
1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,3,1,1,2,1,4,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,2,6,1,0,0,0,47,4,1,1,0,0,1,0,0,2,2,0,0,1,1,1,1,0,1,1,.6019663,0,0,0,0,0,0,.16,.654,37,0,0,0
1,0,1,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,6,3,1,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,4,5,1,0,0,0,24,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,.186073603872549,1,0,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,5,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,4,4,1,0,0,0,39,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.236996359558824,1,0,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-2,1,1,1,6,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,4,1,0,0,0,40,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.708116371078431,0,0,0,0,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,2,0,5,3,1,1,9,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,4,3,6,1,1,0,0,64,5,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,.0532536567647059,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3,2,0,3,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,2,3,5,1,1,0,0,0,18,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1.15293913480392,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,1,1,8,4,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,2,2,4,4,1,0,1,1,54,4,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,.397147281862745,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,10,4,1,2,9,5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,4,3,1,1,0,0,0,65,6,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1.48084955245098,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,3,2,1,2,8,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,3,6,1,0,0,0,54,4,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,.406332495588235,1,1,1,1,0,0,.16,.654,37,0,0,0
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,1,1,1,4,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,4,4,0,1,0,0,29,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,.236996359558824,1,1,1,1,0,0,.16,.654,37,0,0,0
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,3,1,10,4,1,1,3,2,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,2,4,4,1,1,0,0,38,3,1,0,0,0,0,0,0,2,2,0,0,1,1,0,1,1,1,1,.715917404411765,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,10,4,0,1,5,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,2,2,4,1,0,0,0,49,4,1,1,0,0,0,1,0,2,2,0,0,0,0,0,1,1,0,1,.626539894117647,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,1,1,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,4,4,1,0,0,0,29,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.18328617254902,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,5,3,0,23,4,0,4,2,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,9,3,4,2,6,0,0,0,1,44,3,1,0,0,0,0,0,0,3,3,0,1,1,1,1,0,1,0,1,.434240527892157,1,1,1,1,0,0,.16,.654,37,0,0,0
1,1,1,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,0,2,1,1,8,4,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,4,4,1,1,0,0,52,4,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,.278190160147059,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,3,7,4,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,4,2,4,1,0,0,0,55,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.595619115196078,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,4,3,1,1,4,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2,3,3,1,1,0,0,0,38,3,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,1,0,1,.340426743137255,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,2,2,1,3,4,2,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,2,4,2,4,1,0,0,0,34,2,2,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,.585894884803921,1,1,1,1,0,0,.16,.654,37,0,0,0
1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,1,2,1,1,8,4,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,4,1,1,1,1,1,51,4,1,0,1,1,1,1,0,3,3,0,0,0,1,0,0,1,0,1,.149993899460784,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,1,3,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,3,6,1,0,0,0,29,2,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.168662739754902,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,1,1,7,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,4,4,0,1,0,0,51,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.459461773284314,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,3,1,1,5,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,3,1,1,0,0,0,44,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.320498582892157,1,1,1,1,0,0,.16,.654,37,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,1,2,2,1,1,6,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,3,6,1,1,1,1,44,3,2,0,0,1,0,1,1,2,2,0,0,1,1,1,0,0,1,1,.626539894117647,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,11,4,1,3,5,3,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,3,1,4,1,1,1,1,1,50,4,3,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,.380645751617647,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,1,1,1,1,3,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,4,3,0,4,6,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,4,2,1,1,1,0,0,44,3,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,.383951359705882,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,3,1,3,2,1,3,5,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,5,6,1,1,0,0,42,3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,.148500834852941,0,0,0,0,0,0,.16,.654,37,0,0,0
1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,3,1,16,4,1,1,5,3,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,2,4,4,5,1,0,0,0,53,4,1,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,1,1.19579440784314,0,0,0,0,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,24,4,1,2,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,3,2,5,1,0,0,0,44,3,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,1,.186073603872549,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,8,4,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,4,1,0,0,0,52,4,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,.38626118872549,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,3,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,4,3,4,1,1,0,0,29,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,.779018328921569,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,5,3,1,4,4,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,3,2,1,1,1,0,1,35,3,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1.02820221862745,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,3,3,0,1,2,1,3,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,2,3,5,1,0,1,1,1,19,1,2,0,1,1,1,1,0,3,3,0,1,0,1,0,0,0,1,1,3.33331299705882,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,4,1,2,4,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,2,1,0,0,0,0,42,3,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,.398281032843137,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3,2,1,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,5,1,1,0,1,1,19,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.27987383039216,0,0,0,0,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,0,6,3,1,4,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,4,6,1,1,1,1,26,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1.27987383039216,0,0,0,0,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,4,1,4,8,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,5,4,1,1,1,0,60,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.347531146862745,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-8,1,1,4,10,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,4,2,4,1,0,0,0,55,5,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,.779018328921569,0,0,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,6,3,1,1,8,4,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,4,3,5,1,0,0,0,58,5,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,.030535319004902,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,2,0,0,2,1,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,6,1,0,1,0,22,1,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,.6019663,1,1,1,1,0,0,.16,.654,37,0,0,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,1,1,7,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,4,4,1,1,1,0,46,4,2,1,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,1,.693584506862745,0,0,0,0,0,0,.16,.654,37,0,0,0
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,3,1,1,7,4,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,4,1,1,0,0,0,57,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2.04808354215686,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,1,1,5,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,4,1,1,0,0,0,36,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.278772617009804,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,7,3,1,1,6,3,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,2,4,2,1,1,0,1,1,49,4,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,.456504531715686,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,7,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,4,4,1,1,1,1,52,4,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,.739239401960784,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,3,0,1,9,5,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,3,6,1,0,0,1,62,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.581450982843137,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-5,1,1,2,3,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,3,3,6,1,0,0,0,24,1,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,.657540598529412,0,0,0,0,0,0,.16,.654,37,0,0,0
1,1,1,1,1,1,3,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,6,3,1,3,2,1,1,5,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,0,0,1,1,38,3,2,1,1,1,1,1,0,2,2,1,1,1,1,1,0,0,1,1,.860528965686275,0,0,0,0,0,0,.16,.654,37,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17,4,1,4,4,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,4,2,1,1,0,1,0,50,4,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,.0561714837254902,1,1,1,1,0,0,.16,.654,37,0,0,0
1,0,0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,12,4,0,1,9,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,3,4,2,6,1,0,0,0,68,6,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,.113168862745098,1,1,1,1,0,0,.16,.654,37,0,0,0
