ep1,econviol,emotvio,physvio,sexvio,sexphys,typevio,physcur,sexcur,emotcur,sexphcur,npsexvio,npsexviocur,npatmpsexvio,npatmpsexcur,nptouching,nptouchingcur,npsexabuse,npsexabusecur,w_religion,earlymarriage,justify,CONTROLLING,CONTROL,CONTROLNUM,anyIPV,diffage,sumdiffage,p_employ,EP3,ageyr5,ageyr10,EM,sQ601a,sQ601b,sQ601c,sQ601d,sQ601e,sQ601f,tQ602a,tQ602b,tQ602c,tQ602d,sQ607a,sQ607b,sQ607c,sQ607d,sQ607e,EP2,FCMAR,edresp,employstatus,SourceIncome,ETHNICITY,Fam_support,mcv1006,mcv1006a,mcv1006b,Q501R,agepartner,edpart,men_alcohol_all,mcv1008,mcv1009,Q513R,Q515R,Q516R,Q702,Q702R,eQ703a,eQ703b,eQ703c,eQ703d,eQ703e,eQ703f,eQ703g,eQ703h,country,weighing,rQ701a,rQ701b,rQ701c,rQ701d,HighIncome,Island,Governance,HDI,LAWDV,Governance1,HDI1,LAWDV1
1,1,1,1,1,1,3,1,1,1,1,1,0,1,0,1,0,1,0,0,9,0,1,6,3,1,5,3,1,4,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,3,4,2,5,1,1,1,1,33,2,2,1,1,1,1,0,0,3,3,0,1,1,1,1,1,0,1,3,1.26949299034067,0,1,0,0,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,4,3,1,4,9,5,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,2,9,2,4,2,1,1,0,0,0,60,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1.69184354289632,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,3,3,1,9,4,1,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,9,1,1,5,1,1,0,0,0,32,2,1,0,0,0,0,1,1,2,2,0,0,0,1,1,0,0,1,3,4.25832754595215,0,0,0,0,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,3,2,1,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,9,2,3,5,1,1,0,0,0,22,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4.25832754595215,0,0,0,0,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,1,0,5,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,1,3,5,1,0,0,0,32,2,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,4.71824000638786,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,2,2,0,1,2,1,3,2,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,9,2,4,2,5,1,0,0,0,23,1,2,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,3,7.07736000958179,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,3,2,1,4,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,9,2,4,2,1,1,0,0,0,27,2,2,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4.71824000638786,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,4,3,1,4,9,5,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,9,2,4,2,1,1,0,0,0,60,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4.71824000638786,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,0,1,2,1,4,3,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,9,3,4,2,1,1,0,0,1,29,2,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,3,4.71824000638786,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,1,2,2,1,-1,1,1,4,4,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,9,2,4,2,5,1,0,0,1,32,2,2,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,3,2.35912000319393,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,1,0,3,2,0,4,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,9,2,3,1,5,1,0,1,0,18,1,2,0,0,1,1,0,0,3,3,0,0,0,1,0,0,0,0,3,4.92564568333945,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,1,2,2,1,1,2,1,3,3,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,3,4,2,4,1,0,0,0,26,2,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,3,4.92564568333945,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,1,0,14,4,1,3,4,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,9,3,4,2,1,1,0,0,0,46,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,4.92564568333945,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,3,0,5,3,1,3,3,2,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2,9,2,4,5,4,1,0,0,0,34,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,3,4.92564568333945,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,0,12,4,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,2,1,5,4,1,0,0,0,36,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,3.28376378889297,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,9,0,1,3,3,1,2,2,1,4,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9,3,3,1,1,1,1,1,0,22,1,3,0,0,0,1,1,0,2,2,0,0,1,1,0,0,0,1,3,6.56752757778593,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,2,2,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,3,5,1,1,0,0,0,22,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,6.56752757778593,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,5,3,1,1,2,0,4,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,9,2,4,2,4,0,0,0,0,23,1,2,0,0,1,0,0,0,2,2,0,0,1,1,1,0,1,1,3,1.64188189444648,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0,0,0,0,0,7,3,1,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,2,1,5,4,1,0,0,0,26,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3.74998585940788,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,3,0,1,2,1,3,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,3,4,2,4,1,0,0,0,28,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,3,5.62497878911182,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,9,0,1,4,3,1,1,2,1,2,5,3,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,9,2,4,4,5,0,0,1,1,38,3,2,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,3,273.353746775318,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,3,2,1,3,9,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,9,3,4,2,5,1,0,0,0,62,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,273.353746775318,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,-14,1,1,1,7,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,4,1,1,0,0,0,33,2,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3,69.779861614075,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,2,1,1,6,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,2,1,4,1,0,0,0,44,3,2,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,3,139.55972322815,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,1,1,1,3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,4,3,1,4,3,1,4,9,5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,2,4,2,1,1,0,0,0,61,5,1,0,0,1,0,1,0,2,2,1,0,1,1,1,0,0,0,3,69.779861614075,1,1,0,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,1,9,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,4,1,1,0,0,0,59,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,69.779861614075,1,1,1,1,0,0,.52,.72,12,1,1,2
1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,1,13,4,1,1,3,2,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,2,3,1,4,0,0,0,0,41,3,2,0,0,0,0,0,0,3,3,1,0,0,1,1,1,1,1,3,69.779861614075,0,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-5,1,1,3,7,4,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1,2,5,1,0,0,0,40,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,186.992808163773,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,13,4,0,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,4,1,0,0,0,67,6,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3,186.992808163773,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,1,0,6,3,1,2,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,3,4,2,5,1,0,0,0,43,3,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,3,186.992808163773,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,1,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,4,1,0,0,0,45,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,59.9410864464668,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,8,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,4,1,0,0,0,55,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,119.882172892934,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8,3,1,1,6,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,4,1,0,0,0,51,4,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,59.9410864464668,1,1,1,1,0,0,.52,.72,12,1,1,2
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0,1,6,3,1,1,2,0,4,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,2,9,2,2,5,4,1,0,0,0,22,1,1,1,0,0,1,1,0,3,3,1,1,1,1,1,0,0,1,3,119.882172892934,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5,3,1,1,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,4,1,0,1,1,43,3,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,119.882172892934,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,-4,1,1,2,10,5,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,9,2,2,4,4,1,0,0,0,59,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,59.9410864464668,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,-6,1,1,1,6,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,4,4,4,1,0,0,0,35,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,59.9410864464668,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,3,1,-2,1,1,3,4,2,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,2,9,1,4,2,4,0,0,1,1,32,2,2,0,0,0,0,0,0,3,3,0,0,0,1,1,0,1,0,3,75.8798690654126,1,1,1,0,0,0,.52,.72,12,1,1,2
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1,1,1,5,3,1,2,6,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,9,2,2,3,5,1,0,0,0,46,4,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,75.8798690654126,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0,1,2,2,0,4,3,1,2,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,3,4,2,5,1,0,0,0,33,2,2,1,1,0,1,0,0,2,2,0,0,0,1,0,0,1,0,3,75.8798690654126,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,4,5,1,0,0,0,32,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,75.8798690654126,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,3,1,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,1,0,0,0,38,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,75.8798690654126,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,1,4,3,1,7,3,1,4,5,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,9,2,4,2,4,1,0,0,0,43,3,2,1,0,0,0,1,0,3,3,0,0,1,1,0,0,1,1,3,92.9527513979265,0,1,1,0,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,4,0,1,9,5,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,4,2,4,1,0,0,0,73,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,46.4763756989633,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,5,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,4,3,5,1,0,0,0,39,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,139.42912709689,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,12,4,1,1,5,3,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,4,4,4,1,0,0,0,47,4,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,3,92.9527513979265,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,8,3,1,1,3,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,3,4,1,1,0,1,35,3,2,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,3,108.276918831125,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,6,3,1,1,5,3,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3,4,4,4,1,0,0,0,42,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,54.1384594155623,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,2,1,1,8,4,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,2,4,4,4,1,0,0,0,54,4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3,54.1384594155623,1,1,0,1,0,0,.52,.72,12,1,1,2
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,1,4,9,5,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,2,0,2,4,1,4,1,0,0,0,62,5,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3,54.1384594155623,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,9,0,1,4,3,1,9,4,1,2,3,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,9,2,4,4,4,1,0,1,0,34,2,3,0,0,0,0,0,0,3,3,0,0,1,0,1,0,1,1,3,54.1384594155623,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,3,1,1,7,4,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,3,4,0,1,0,0,49,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,54.1384594155623,1,1,1,0,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,5,3,1,1,8,4,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,2,2,1,4,1,1,0,0,59,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3,54.1384594155623,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,1,4,1,0,0,0,23,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,3,108.276918831125,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,5,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2,3,4,1,0,0,0,41,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,75.202826798721,1,1,1,1,0,0,.52,.72,12,1,1,2
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,3,1,4,8,4,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,2,0,2,1,5,4,1,0,0,0,58,5,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,75.202826798721,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,4,3,1,1,4,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,3,4,4,1,1,0,0,1,35,3,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,3,151.527739249056,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,4,3,1,2,8,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,9,3,4,4,1,1,0,0,1,56,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,151.527739249056,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,2,1,4,8,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,4,2,4,1,0,0,0,54,4,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,3,113.90021294296,0,1,1,0,0,0,.52,.72,12,1,1,2
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,9,4,1,2,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,3,4,4,4,1,1,1,0,37,3,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,113.90021294296,1,1,1,0,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,9,4,1,1,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,4,5,1,0,0,1,36,3,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,3,113.90021294296,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,3,1,1,7,4,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,4,4,1,0,0,0,50,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,109.590167278515,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,7,3,0,1,9,5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,2,3,1,1,0,0,0,62,5,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,3,109.590167278515,1,1,1,1,0,0,.52,.72,12,1,1,2
1,1,1,1,1,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,5,3,1,0,2,0,3,8,4,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,2,1,3,4,2,5,1,1,1,0,50,4,1,1,0,0,0,1,1,3,3,1,1,1,1,0,1,0,0,3,219.180334557031,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,-1,1,1,1,9,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,4,1,1,1,1,1,54,4,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3,109.590167278515,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3,3,1,4,3,1,1,3,2,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,4,4,5,1,0,1,1,31,2,2,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,3,69.8014932864948,1,1,1,0,0,0,.52,.72,12,1,1,2
1,0,1,1,1,1,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,2,2,1,1,5,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,4,5,1,0,0,0,40,3,3,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,0,3,69.8014932864948,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,0,1,1,1,0,6,3,1,2,6,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,9,2,4,4,5,1,1,1,0,50,4,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,0,3,139.60298657299,1,1,0,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,23,4,1,1,4,2,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,2,2,3,4,1,1,0,0,53,4,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,87.1854249231344,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,3,1,1,6,3,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,3,4,1,0,0,0,45,4,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,87.1854249231344,1,1,1,1,0,0,.52,.72,12,1,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,16,4,1,1,3,2,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,2,4,4,5,1,0,0,0,41,3,2,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,3,87.1854249231344,1,1,1,1,0,0,.52,.72,12,1,1,2
