,CONTROLNUM_0,CONTROLNUM_2,CONTROLNUM_3,Fam_support,Q513R,Q515R,Q702R_1,Q702R_3,ageyr10_1,earlymarriage_1,edpart_3,mcv1006,mcv1006a,mcv1006b,mcv1008,mcv1009,men_alcohol_all,sumdiffage_1
2229,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1723,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2049,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1879,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0
1764,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1643,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
2312,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1491,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2159,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0
2068,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2319,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1593,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1609,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1596,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2108,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2064,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
2092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1734,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1670,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1692,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1659,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1960,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1826,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1715,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1631,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
2221,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
1890,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2027,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1959,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
2133,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1469,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2230,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2268,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0
1666,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1396,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2193,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1763,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1645,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2119,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1943,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0
1730,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1772,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2177,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0
1967,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2032,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2359,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
2190,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
1517,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
1882,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1766,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2241,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1401,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1757,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1557,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
2017,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2277,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1905,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1411,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1521,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1
1472,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2331,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1779,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2289,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1748,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1917,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1
2257,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0
1886,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1477,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2144,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1470,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
2107,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1508,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2036,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0
1922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2288,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2330,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1461,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2011,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1719,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2290,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1731,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1
2042,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2271,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2255,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1740,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2164,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1968,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1750,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1424,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1
1591,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2304,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2247,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1492,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1516,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0
1499,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1945,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1634,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1844,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1953,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1672,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1875,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0
1785,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1544,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1972,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
2052,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1942,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1868,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0
2111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1474,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1819,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
1583,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2110,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
1854,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2324,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1843,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1788,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0
1713,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1529,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1617,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0
2355,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
2035,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1540,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2321,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0
1456,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1552,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
2231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1614,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1935,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1425,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1860,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0
2082,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1528,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0
2282,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1695,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2318,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1924,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2002,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0
1777,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2200,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1524,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1828,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1683,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
2360,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1873,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
2283,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1721,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1909,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2352,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1409,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1613,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1776,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2103,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1834,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2071,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2342,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2228,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1685,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1691,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2176,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0
1420,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0
2253,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1816,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
2339,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1736,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1531,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
2333,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1961,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1431,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0
1575,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1725,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2167,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0
1394,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2174,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2365,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1923,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2207,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
1915,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
2047,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2199,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0
1948,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1548,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2313,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1400,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1947,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1404,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1687,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1979,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1799,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
1637,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
2278,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0
1553,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
1807,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0
2287,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1743,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2303,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1817,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2006,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2266,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1970,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1483,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2202,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1669,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2293,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1796,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1471,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
2310,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2179,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2284,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1530,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1646,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
2078,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1436,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2145,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1602,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2115,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2040,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2172,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0
1612,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
2058,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0
1912,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2325,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
1673,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
1535,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1793,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1753,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2022,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2085,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1758,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
2083,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1581,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1574,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2350,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1447,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1435,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1805,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2317,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1458,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1
1622,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1981,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2005,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1642,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
2157,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2223,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1619,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1465,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
2343,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1648,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1939,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1621,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2069,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0
1434,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1795,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1689,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2156,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2340,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1475,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2053,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1831,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1630,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
2181,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0
2222,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0
2004,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2344,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
1533,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0
1454,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1941,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
2315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2209,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0
2028,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1728,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1874,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0
2260,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1851,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1412,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2070,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
2259,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1667,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1555,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1523,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0
1887,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1446,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2056,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1883,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1765,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1526,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1
1427,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0
1986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2249,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2363,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2298,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1542,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1684,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2135,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0
2132,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2061,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1512,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1565,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1938,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1663,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1700,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1466,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1839,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1546,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2357,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2297,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
2055,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1514,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0
1755,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1811,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0
1863,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2033,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
1735,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1802,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1
1846,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1607,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1925,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1482,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1822,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1510,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
2254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
