,CONTROLNUM_0,CONTROLNUM_2,CONTROLNUM_3,Fam_support,Q513R,Q515R,Q702R_1,Q702R_3,ageyr10_1,earlymarriage_1,edpart_3,mcv1006,mcv1006a,mcv1006b,mcv1008,mcv1009,men_alcohol_all,sumdiffage_1
267,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
1017,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1254,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1299,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0
697,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
205,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
109,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
576,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
512,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
688,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
186,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0
1044,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1069,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
972,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1378,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1
852,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0
133,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
76,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0
516,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
182,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0
646,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
788,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
610,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
707,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
185,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
636,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
1166,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
492,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
318,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
799,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0
125,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1
104,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
733,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
642,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
22,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
408,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
728,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
490,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1029,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
32,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0
1354,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1009,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
540,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
773,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
452,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
764,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
853,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0
1198,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
456,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
1087,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1154,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
37,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
837,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
148,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
340,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1266,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
363,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
763,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
419,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1250,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1362,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0
1282,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0
373,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
1055,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
101,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
423,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
496,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
113,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
808,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
985,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
291,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1126,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1018,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
48,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0
1097,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
627,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
190,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
519,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1302,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0
206,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1211,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
131,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
100,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
426,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1085,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1232,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1289,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0
735,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
486,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
167,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
624,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
1312,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
307,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1339,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
1110,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
1227,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1273,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
87,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
826,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
775,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
643,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1032,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1238,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
543,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
214,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
244,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
251,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
608,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1259,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
796,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0
299,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
820,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
249,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
352,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
869,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1293,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1172,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1
984,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
789,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
247,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
374,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1114,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
981,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
732,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
347,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
569,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1079,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1070,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
857,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
877,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1175,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
254,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1147,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0
160,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
320,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1038,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
260,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
406,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
761,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
554,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
478,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1361,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
871,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
1239,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
545,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
689,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
511,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
928,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0
279,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
1315,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1218,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
437,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
105,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
69,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
596,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1309,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
530,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
937,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
580,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0
1329,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
201,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
929,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1313,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1267,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
729,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
590,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
444,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
795,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
538,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
609,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
819,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1295,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
963,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
1127,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
305,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1058,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
172,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1320,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
801,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
269,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
557,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1222,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
443,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1
756,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
551,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0
1213,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
611,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
882,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
652,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
485,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
843,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
683,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
814,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
997,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
385,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
404,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
446,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
468,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
759,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1077,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1323,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0
991,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1082,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0
884,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
563,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0
504,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1139,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
879,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
798,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0
166,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
52,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1
1237,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
695,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
797,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
714,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0
139,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
878,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
772,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
526,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
720,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
405,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
621,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0
399,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
584,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1001,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
921,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
336,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
746,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
521,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
678,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1094,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
902,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
1076,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1265,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1286,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
107,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
45,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
975,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1140,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1125,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
674,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
762,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
26,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
392,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
462,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1007,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
776,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1062,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
539,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1189,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
883,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
947,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
173,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1311,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
487,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1
630,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0
942,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
833,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1306,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
938,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1301,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1291,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
780,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1195,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
766,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1220,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
433,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
12,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
199,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0
38,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
388,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
785,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1
1230,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
895,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
450,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1095,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
835,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1008,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1342,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
141,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
491,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1132,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
959,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
514,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
221,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1118,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0
1202,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
402,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1156,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0
1277,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
1057,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
840,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
297,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1164,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0
1197,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
589,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1146,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
1360,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
387,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1236,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
875,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1
120,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
922,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1071,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0
371,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
727,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1274,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
651,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1260,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
258,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
782,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
232,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
794,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1108,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
386,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
212,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
677,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
