,CONTROLNUM,Q702R,Q515R,Q513R,mcv1006,mcv1006a,mcv1006b,mcv1008,men_alcohol_all,mcv1009,earlymarriage,Fam_support,Q516R,edpart,rQ701d,rQ701b,rQ701a,sumdiffage,edresp,country,rQ701c,sQ601c,sQ601d,EP3,FCMAR,tQ602d,SourceIncome,ageyr10,justify,tQ602c
3784,3,2,0,0,0,0,0,0,0,0,9,0,0,1,1,1,0,3,2,3,1,1,1,2,9,0,3,2,0,0
2826,2,1,0,0,1,0,0,0,0,0,1,1,0,3,1,1,1,4,2,3,1,1,1,1,0,1,3,4,0,0
3630,1,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,3,1,0,0,2,9,0,1,2,0,0
3339,2,2,0,1,1,1,1,0,1,1,9,1,0,2,1,1,1,4,2,3,1,0,1,2,9,0,2,4,0,0
2581,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,3,1,1,0,1,0,1,3,3,0,0
3533,3,3,1,1,0,0,1,0,1,0,0,1,0,2,0,1,1,1,2,3,1,1,1,1,0,0,2,2,0,0
2885,0,1,0,0,0,0,1,0,0,0,9,1,0,2,1,1,1,3,2,3,1,0,0,4,9,0,2,5,0,0
2850,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,2,2,3,1,1,1,1,0,0,4,4,0,0
3429,2,2,0,0,0,0,0,0,0,0,9,0,0,1,1,1,1,1,2,3,1,1,0,2,9,0,2,3,1,1
3384,3,1,0,0,1,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,1,1,2,9,1,2,2,0,0
2462,1,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,0,0,4,9,0,5,1,0,0
2910,0,1,0,0,0,0,0,0,1,0,9,0,0,2,1,1,1,1,2,3,1,1,1,2,9,0,4,4,0,0
2700,0,2,0,0,1,0,1,1,0,0,9,0,0,2,0,0,0,4,1,3,0,1,1,2,9,1,3,1,0,0
2652,3,2,1,0,0,0,0,1,1,0,9,1,0,2,1,1,1,2,2,3,1,0,0,4,9,0,2,3,0,0
3609,2,1,1,0,1,0,0,0,0,0,0,1,1,2,1,1,1,2,2,3,1,1,0,4,0,1,5,2,1,0
2580,1,2,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,3,3,1,0,0,1,0,0,1,1,0,0
3494,1,2,0,0,1,0,0,0,0,0,9,1,0,1,1,0,0,1,1,3,1,1,1,2,9,1,3,5,0,0
3068,3,2,1,0,0,0,0,0,1,0,9,1,0,1,1,1,1,1,3,3,1,1,0,3,9,0,2,5,0,0
2653,2,3,1,0,1,1,1,0,0,0,9,0,1,3,1,1,1,1,3,3,1,0,1,4,9,0,2,4,0,0
3094,2,2,0,0,1,1,0,0,0,0,0,1,0,3,1,1,1,2,2,3,1,1,1,1,0,0,4,2,1,0
3268,2,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,2,2,3,1,1,1,1,0,0,3,1,0,0
2983,1,1,0,0,0,0,0,0,0,0,9,0,0,3,1,1,1,2,2,3,1,1,1,4,9,0,2,2,0,0
2385,1,1,0,0,0,1,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,1,3,9,0,2,1,0,0
3224,1,3,1,0,0,0,0,0,1,0,9,1,0,2,1,1,1,3,3,3,1,0,0,2,9,0,2,2,0,0
2411,0,3,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,4,2,3,1,0,1,3,9,1,5,2,0,0
2984,1,2,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,3,3,3,1,0,1,1,0,0,4,2,0,0
3646,1,2,0,0,0,0,0,0,0,1,9,0,0,2,1,1,1,4,2,3,1,1,1,2,9,0,4,2,0,0
3480,1,3,0,0,1,0,0,0,0,1,0,1,0,2,1,1,1,4,2,3,1,0,1,1,1,0,3,2,0,0
3200,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,1,1,1,0,1,1,4,0,1
2891,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,3,1,0,0,1,0,0,4,2,1,0
3620,1,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,4,2,3,1,1,1,2,9,1,3,3,0,0
3137,1,1,0,0,0,0,0,0,1,0,9,1,0,2,1,1,1,2,2,3,1,1,0,2,9,1,3,4,1,0
3293,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,3,1,1,1,1,0,0,3,3,0,0
2993,3,3,0,0,0,0,0,1,0,0,9,0,0,2,0,1,1,1,3,3,1,0,0,2,9,0,2,3,0,0
3266,1,1,0,0,1,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,0,2,9,1,4,2,0,1
3070,1,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,0,2,9,0,3,2,0,0
2981,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,3,1,1,1,1,0,0,3,5,0,0
3106,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,4,2,3,1,1,0,2,9,0,4,1,0,0
3270,2,1,0,0,1,0,0,1,0,0,0,1,0,2,1,1,1,2,2,3,1,1,0,1,0,0,4,2,1,0
2914,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,1,1,1,0,0,3,5,0,0
3176,0,2,0,0,0,0,0,0,1,0,9,1,0,1,1,1,1,4,2,3,1,1,1,2,9,0,3,2,0,0
3302,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,0,0,1,0,0,2,5,0,0
3579,3,1,0,0,1,1,0,0,0,0,9,0,0,2,1,1,1,4,2,3,1,1,0,2,9,0,2,3,0,1
3643,2,2,0,0,1,0,0,0,0,0,9,0,0,1,1,1,1,1,1,3,1,1,1,2,9,0,4,4,0,0
3298,3,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,1,1,1,0,0,3,5,1,0
3707,3,3,1,1,0,1,0,1,1,0,9,1,1,2,0,0,0,3,2,3,0,1,1,4,9,0,1,5,0,0
2955,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,1,3,1,1,1,1,0,0,3,3,0,0
2441,2,1,0,0,1,0,0,0,0,1,9,1,0,2,1,1,1,3,2,3,1,1,0,4,9,0,5,1,0,0
3746,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,4,2,3,1,0,0,1,0,1,4,1,0,0
3383,3,2,1,0,0,0,0,1,0,1,9,1,0,2,1,1,1,4,2,3,1,1,1,2,9,1,3,3,0,1
2695,3,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,3,3,1,1,1,2,9,0,4,4,0,0
2531,1,1,1,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,0,0,3,9,0,3,2,0,0
2419,3,1,0,0,0,1,1,0,0,1,9,1,0,2,1,1,1,3,2,3,1,0,0,4,9,1,1,1,0,1
3416,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,3,1,3,1,1,1,1,0,1,4,5,1,1
3435,2,2,1,1,0,0,1,0,0,0,9,1,0,2,1,1,1,4,2,3,1,0,0,2,9,1,1,4,0,0
2487,1,1,1,0,0,1,0,0,1,0,9,1,0,2,1,1,1,4,3,3,1,0,1,3,9,0,2,2,0,0
3221,3,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,1,1,3,1,1,1,2,9,0,3,3,1,0
2722,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,4,1,3,1,1,1,1,0,0,3,2,1,0
2541,1,1,0,0,0,0,0,0,1,0,9,1,0,2,1,1,1,4,2,3,1,1,0,3,9,0,5,1,0,0
3220,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,4,2,3,1,1,0,1,0,0,2,2,1,0
3014,0,2,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,3,1,1,1,1,0,0,3,4,0,0
2378,0,1,0,0,1,1,0,0,0,0,9,1,0,1,0,0,0,4,2,3,0,1,1,3,9,1,2,2,0,0
3132,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,4,2,3,1,0,0,3,9,0,5,2,0,0
3469,3,2,1,0,0,0,0,0,0,0,9,1,1,2,1,0,1,2,1,3,0,1,0,2,9,0,3,2,0,0
2791,1,2,0,0,1,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,0,2,9,0,4,2,0,0
3644,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,3,2,3,1,1,1,1,0,0,5,3,0,0
2905,3,1,1,0,1,0,0,0,0,0,9,1,1,1,1,1,1,3,1,3,1,1,1,2,9,0,3,2,0,1
2513,3,1,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,3,2,3,1,1,0,4,9,1,5,1,0,0
3624,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,0,0,1,0,0,3,4,0,0
3286,0,3,0,1,0,0,0,0,1,0,9,1,0,1,1,0,0,3,2,3,1,0,1,4,9,0,5,3,0,0
2440,2,3,0,0,0,0,0,0,1,1,9,1,0,2,1,1,1,3,2,3,1,0,0,4,9,1,5,1,0,0
3277,2,2,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,2,2,3,1,1,0,1,0,1,1,1,1,0
3180,2,2,1,0,0,0,1,0,1,1,9,1,0,2,1,1,1,1,2,3,1,0,1,4,9,1,5,2,0,0
2614,0,1,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,2,3,3,1,0,0,2,9,1,2,4,0,0
3558,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,3,3,1,0,0,2,9,0,4,3,0,0
2420,1,1,1,1,0,0,0,0,0,0,9,1,0,2,1,1,1,2,3,3,1,1,0,4,9,0,2,2,0,0
2508,3,3,1,0,0,0,0,0,0,1,9,1,0,2,1,1,1,1,1,3,1,1,0,3,9,1,2,5,1,0
3432,0,2,0,0,0,0,0,0,1,0,9,1,0,2,1,1,1,3,2,3,1,1,0,2,9,0,1,1,0,0
3155,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,2,3,1,1,0,1,0,0,1,5,0,0
3062,1,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,3,2,3,1,1,1,2,9,0,4,2,0,0
3069,0,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,1,2,3,1,1,1,2,9,0,2,1,0,0
2431,0,2,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,0,0,3,9,0,4,1,0,0
2763,2,3,1,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,3,3,1,0,1,4,9,0,2,3,0,0
2765,1,1,1,0,0,0,0,0,0,0,9,1,0,2,1,1,1,4,3,3,1,1,1,4,9,1,2,4,0,0
3089,2,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,1,1,1,0,0,3,3,1,1
2457,2,3,1,1,0,0,0,0,1,0,9,1,0,3,1,1,1,2,3,3,1,0,0,4,9,0,1,2,0,0
3398,2,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,1,0,2,9,1,3,2,0,0
2540,3,1,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,1,0,3,9,0,5,2,0,0
3680,2,1,1,0,1,0,1,1,0,1,0,1,0,2,1,1,1,1,2,3,1,1,1,1,0,1,3,5,1,1
3267,3,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1,3,0,0,0,1,0,0,3,5,0,0
3638,2,2,0,0,0,0,1,0,0,0,1,0,0,2,1,1,1,4,2,3,1,1,1,1,1,1,1,4,0,0
3296,2,3,0,0,1,0,0,1,0,0,0,1,0,2,1,1,1,3,1,3,1,1,1,1,0,1,3,3,0,1
3765,0,1,1,0,1,0,0,0,0,1,9,1,0,2,1,1,1,3,2,3,1,1,1,2,9,1,4,3,0,0
3677,0,3,1,0,1,0,0,1,1,0,0,1,0,2,1,1,1,2,1,3,1,1,0,4,0,0,2,3,0,0
2624,1,2,0,0,0,0,0,0,1,0,9,1,0,1,1,1,1,1,1,3,1,1,1,4,9,1,2,4,1,1
2408,3,3,0,0,1,0,0,0,0,0,9,1,0,3,1,1,1,3,2,3,1,1,0,4,9,1,5,1,1,0
2593,1,3,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,3,3,1,0,1,1,0,0,4,3,0,0
3295,0,2,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,2,2,3,1,0,0,1,0,0,3,4,0,0
3666,2,1,0,1,0,0,0,1,1,0,0,0,0,2,1,1,1,2,2,3,1,0,0,1,0,0,3,3,0,0
2645,2,1,0,0,1,1,1,0,0,0,0,1,0,2,1,1,1,1,3,3,1,0,0,1,0,0,4,3,0,0
3207,1,2,0,0,0,0,0,0,0,0,9,0,0,3,1,1,1,3,2,3,1,1,1,2,9,1,4,3,0,1
3772,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,3,1,1,1,1,0,1,3,4,1,1
2517,3,2,1,0,1,1,0,0,1,0,9,1,0,2,1,1,1,2,2,3,1,1,1,3,9,0,4,1,0,0
3476,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,3,0,1,1,3,0,0,5,3,1,0
3252,3,2,0,0,1,1,0,0,1,1,9,0,0,1,1,1,1,2,2,3,1,1,0,2,9,1,3,2,1,0
2971,1,2,0,1,0,0,0,0,0,0,0,1,0,3,1,1,1,2,2,3,1,1,1,1,0,0,4,3,0,0
2585,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,2,3,1,1,1,4,0,0,2,4,0,0
2710,3,1,0,0,1,1,0,0,0,0,9,1,0,2,1,1,1,3,1,3,1,1,1,2,9,0,2,5,1,0
3294,2,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,3,1,3,1,1,1,1,0,1,3,2,0,1
2438,0,1,1,0,0,1,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,1,4,9,0,1,1,0,0
2567,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,2,3,1,0,0,1,0,0,4,2,0,0
3390,0,1,1,0,0,0,0,0,0,0,9,1,1,2,1,1,1,3,2,3,1,1,1,2,9,0,2,5,0,0
3186,2,3,1,0,1,0,0,0,0,0,0,1,1,2,1,1,1,3,2,3,1,0,0,3,0,0,2,2,0,0
3471,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,0,0,1,0,0,5,1,0,0
3723,3,1,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,2,1,3,1,1,1,1,0,1,1,4,0,0
3010,0,2,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,3,1,0,0,2,9,0,3,5,0,0
3758,2,2,1,0,0,0,0,1,0,0,1,1,0,2,1,1,1,2,2,3,1,0,1,1,0,0,3,4,0,0
3498,0,1,1,0,0,0,1,0,0,0,1,0,0,2,1,1,1,3,2,3,1,1,0,1,0,0,4,3,0,0
3133,1,2,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,1,0,1,0,0,3,4,0,0
2954,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,4,2,3,1,0,1,1,0,0,4,2,0,0
3452,2,1,0,0,0,0,0,0,1,0,9,0,0,2,1,1,1,4,2,3,1,1,1,2,9,1,2,3,0,1
3041,0,1,0,0,0,1,1,0,0,0,0,1,0,2,1,1,1,1,2,3,1,0,1,1,0,0,4,5,0,0
2623,0,2,0,0,0,1,1,0,0,0,9,1,0,2,1,1,1,2,1,3,1,1,1,2,9,0,3,5,0,1
3743,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,1,3,1,1,0,1,0,1,3,3,0,1
3284,0,1,0,0,1,0,1,0,1,0,9,1,0,3,1,1,1,1,2,3,1,0,1,4,9,0,2,2,0,0
3234,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,3,0,1,1,4,0,0,1,5,0,0
3669,2,3,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,2,2,3,0,0,0,1,0,1,3,4,0,0
3101,3,2,0,1,1,0,0,0,0,0,1,1,0,2,0,1,1,3,2,3,0,0,0,1,0,0,4,4,0,0
3497,2,2,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,3,3,3,0,1,1,1,0,0,4,2,0,0
3672,1,1,0,0,1,0,0,0,1,0,9,1,0,1,1,1,1,3,2,3,1,1,1,2,9,0,3,2,0,0
3424,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,3,1,1,1,1,0,0,1,5,0,0
3083,0,1,0,0,0,0,0,0,1,0,9,1,0,3,1,1,1,2,3,3,1,0,0,2,9,1,4,4,0,0
2771,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,4,2,3,0,1,1,1,0,0,4,5,0,0
3140,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,1,1,1,0,0,1,5,0,0
2662,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,4,2,3,1,0,0,1,0,0,4,3,0,0
2878,2,1,0,0,0,1,0,0,0,0,9,1,0,2,1,1,1,3,3,3,1,0,0,2,9,0,3,2,0,0
3740,3,3,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,2,2,3,1,0,0,4,0,1,5,3,0,1
2795,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,2,3,1,0,1,1,0,0,4,2,0,0
2527,3,3,0,1,1,1,1,1,1,1,9,1,0,2,0,1,0,3,3,3,0,0,0,4,9,0,2,2,0,0
3766,2,1,0,0,1,0,0,1,0,0,1,1,0,2,1,1,1,3,2,3,1,1,1,1,0,1,3,3,0,1
3617,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,1,0,1,0,0,3,1,0,0
3127,2,2,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,2,1,3,1,1,1,4,0,0,3,5,1,0
3756,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,2,3,1,1,1,1,0,0,3,4,0,0
2840,0,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,3,1,0,0,3,9,0,1,5,0,0
2409,1,2,0,1,0,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,1,3,9,0,2,1,0,0
3018,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,3,1,0,1,1,0,0,3,4,0,0
2716,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,2,2,3,1,1,1,1,0,0,3,3,0,0
3461,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,1,3,1,1,1,1,1,0,2,4,1,0
3524,3,2,0,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,1,2,9,1,5,2,1,0
3027,3,2,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,2,2,3,1,1,1,1,0,1,3,3,1,0
3684,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,4,2,3,1,1,1,1,0,0,3,2,0,0
3170,0,2,0,1,1,0,0,1,0,0,9,1,0,2,1,1,1,3,1,3,1,0,1,2,9,0,3,4,0,0
2369,3,3,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,3,1,3,1,1,0,1,0,1,1,4,0,0
3299,0,1,0,0,1,0,0,1,0,0,0,1,0,2,1,1,1,4,2,3,1,0,0,1,0,0,4,3,0,0
3205,3,2,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,3,3,1,1,1,1,0,0,4,3,1,0
3108,0,1,1,0,1,1,0,0,0,1,1,1,0,3,1,1,1,1,2,3,1,0,0,3,0,1,2,5,0,0
3573,0,1,0,0,1,0,0,0,0,0,1,1,0,2,1,1,1,3,2,3,1,1,1,4,0,0,2,4,0,0
2664,0,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,3,1,0,0,4,9,0,1,5,0,0
3657,3,2,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,3,1,1,1,1,1,0,5,5,0,0
3196,3,1,1,0,0,0,0,0,0,0,1,1,1,2,0,1,1,4,2,3,1,0,1,4,0,1,2,5,0,0
3718,1,1,1,0,0,0,0,0,0,1,0,1,0,2,1,1,1,3,2,3,1,1,1,1,0,0,2,4,0,0
2451,3,1,0,0,1,0,0,0,0,0,9,1,0,2,1,1,1,4,2,3,1,1,1,3,9,1,1,2,1,1
3510,2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2,1,3,1,1,1,1,0,0,1,5,1,0
3582,2,1,0,0,0,0,0,0,1,0,9,0,0,2,1,1,1,2,1,3,1,1,1,4,9,0,2,5,0,0
3675,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,3,1,3,1,1,1,1,0,0,2,4,0,0
2816,3,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,3,2,3,1,1,1,1,0,1,3,3,0,1
2970,1,3,0,0,0,0,1,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,1,2,9,1,3,4,0,0
3640,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,2,3,1,1,1,1,1,1,2,4,0,1
3198,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,4,2,3,1,1,1,1,0,0,1,3,1,0
3065,3,1,1,0,1,1,1,0,0,0,1,0,1,2,1,1,1,4,2,3,1,1,0,4,0,0,2,5,0,0
3043,3,3,0,0,1,0,0,0,0,0,9,1,0,1,1,1,1,4,2,3,1,0,1,4,9,0,2,3,0,0
2798,2,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,4,2,3,1,1,1,1,0,0,4,3,0,0
3472,3,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,2,2,3,1,0,1,4,0,1,1,4,1,0
3120,2,1,0,0,0,0,0,0,0,0,9,1,0,1,1,1,1,4,2,3,1,0,1,4,9,0,1,5,0,0
2937,2,2,0,1,1,0,1,0,0,0,0,1,0,3,1,0,0,1,2,3,1,1,1,1,0,0,4,3,0,0
3446,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,2,2,3,1,1,1,1,0,0,3,5,0,0
3574,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,3,1,3,1,1,1,1,0,0,3,5,0,0
3262,1,1,1,0,1,0,0,0,1,0,0,1,0,2,1,1,1,3,2,3,1,1,1,4,0,1,1,5,0,0
2734,1,1,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,3,2,3,1,1,1,1,0,0,3,4,0,0
3129,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,3,2,3,1,1,1,4,0,0,2,4,0,0
2702,2,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,3,1,0,0,1,0,0,4,5,0,0
3150,1,1,0,1,0,1,1,0,0,0,0,1,0,3,1,1,1,1,3,3,1,1,1,4,0,1,1,5,0,1
3059,1,1,0,0,0,0,0,0,1,0,9,1,0,2,1,1,1,3,2,3,1,1,1,3,9,1,5,2,0,0
2488,0,2,1,0,0,0,0,0,0,0,9,1,0,2,0,1,1,1,2,3,1,1,1,4,9,0,2,3,0,0
2911,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,3,2,3,1,1,1,1,0,1,3,4,0,0
2509,2,2,0,0,1,0,0,0,0,1,9,0,0,2,1,1,1,2,2,3,1,1,0,3,9,1,5,1,0,0
2754,1,3,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,1,3,1,1,1,1,0,0,3,5,0,1
3588,3,2,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,3,2,3,1,1,1,1,0,0,2,3,0,0
3085,1,1,0,0,1,0,0,0,0,0,1,1,0,2,1,1,1,3,2,3,1,1,1,1,1,1,3,3,0,0
2578,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,3,2,3,1,1,1,1,0,1,3,4,0,0
3653,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,3,1,1,1,1,0,1,1,4,0,0
2899,2,1,1,0,0,0,0,0,0,0,9,1,0,1,1,1,1,2,2,3,1,0,1,4,9,0,2,4,0,0
3282,0,1,0,0,1,0,0,1,0,1,0,1,0,2,1,1,1,4,2,3,1,0,1,1,1,1,4,4,0,0
2640,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,0,0,4,0,0,5,5,0,0
2373,0,1,0,0,0,0,1,0,0,0,9,1,0,1,0,0,0,4,2,3,0,0,1,3,9,1,5,1,0,0
3015,3,2,0,0,1,0,0,0,0,0,9,1,0,2,1,1,1,3,1,3,1,1,1,4,9,0,5,1,0,0
3551,2,3,1,1,0,0,0,1,1,0,9,1,1,1,0,1,1,3,3,3,1,0,1,2,9,0,2,2,0,0
2571,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,3,2,3,1,0,0,1,0,1,3,3,0,0
3591,1,1,0,0,0,0,0,0,0,0,9,0,0,2,1,1,1,3,3,3,1,1,0,2,9,1,3,2,0,0
3307,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,2,3,1,1,1,1,0,1,4,2,0,0
3651,1,1,0,0,1,0,0,0,0,0,9,1,0,1,1,1,1,4,2,3,1,1,1,2,9,0,3,3,0,0
2656,0,1,1,0,0,0,0,0,0,0,9,1,0,2,1,1,1,3,2,3,1,0,1,2,9,0,4,2,0,0
3209,0,1,1,0,0,0,0,0,1,0,9,0,0,2,1,1,1,3,1,3,1,1,0,2,9,0,3,3,0,0
2644,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,3,1,1,1,1,0,0,4,4,0,0
2383,3,3,1,0,0,0,0,0,0,0,9,1,0,2,1,1,1,2,2,3,1,1,1,4,9,0,5,1,1,0
3785,3,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,4,1,3,1,1,0,4,0,0,5,2,1,0
3058,3,2,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,3,1,3,1,1,1,4,0,0,1,5,1,0
2460,0,1,0,0,0,0,0,0,0,0,9,1,0,3,1,1,1,3,3,3,1,0,0,4,9,0,2,5,0,0
2688,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,2,3,1,1,1,4,0,0,1,5,0,0
3248,3,2,0,0,0,0,0,0,1,0,9,1,0,1,1,1,1,3,2,3,1,1,1,2,9,0,3,2,0,0
2669,0,1,0,0,1,0,0,0,0,0,9,1,0,2,1,1,1,1,2,3,1,1,1,2,9,0,2,2,0,0
2434,1,1,1,1,0,0,0,0,0,0,9,1,1,2,1,1,1,2,2,3,1,1,1,4,9,0,5,1,0,0
3535,2,1,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,3,2,3,1,0,1,1,0,1,1,5,0,0
3722,2,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,3,2,3,1,1,1,1,0,0,1,4,1,0
3002,3,3,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,2,2,3,0,1,1,4,1,1,2,4,0,0
3475,3,3,1,1,1,1,0,1,1,0,1,1,0,2,0,1,1,1,1,3,1,1,1,1,0,0,1,4,0,0
2594,1,2,0,0,1,1,0,0,0,1,9,1,0,2,1,1,1,3,2,3,0,1,0,2,9,0,4,3,0,0
2478,0,1,1,0,1,0,0,0,0,0,9,1,0,2,1,1,1,1,2,3,0,1,0,4,9,0,1,5,0,0
3116,3,2,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,2,3,1,1,1,1,0,0,3,3,0,0
